comment_text,user_id,date_created,num_likes,num_replies,source,clean_comment,evidence_labels,is_evidence
"HT | 0⃣-1⃣ #CELRAN

@RangersFC lead the Premier Sports Cup Final at the break thanks to Nedim Bajrami's goal.

🏆 #PremierSportsCup",spfl,"""2024-12-15T16:22:39.000Z""",158,7,twitter,ht celran rangersfc lead the premier sports cup final at the break thanks to nedim bajramis goal premiersportscup,,0
I put it every day I love 😍,sih███fou███ud,2024-11-24T13:41:08.000Z,1,1,instagram,i put it every day i love,,0
I bought 15k of the ftse all world yesterday... so it's probably my fault 🤣,Dan███Byr███,"""2024-09-03T17:51:57.000Z""",2,2,tiktok,i bought k of the ftse all world yesterday so its probably my fault,,0
Carlos Looks like a Prince!!,ape███red███r_v█████████,2024-11-14T07:53:54.000Z,44,1,instagram,carlos looks like a prince,,0
I was fascinated by your profile,thx███bv9███4,"""2024-11-15T10:39:22.000Z""",3,1,tiktok,i was fascinated by your profile,,0
I want 5G  in Ashland WI,pfbid035Fdm3JgqTJGTmPoU9Gt3KcVWuB1KqLkQfbwRjbzhNqPGBriDSRHFEe6HdYPjSsaAl,"""2024-01-15T18:59:22.000Z""",0,5,facebook,i want g in ashland wi,,0
"The Proteas have landed in the Mother City! 🌍🏏

Cape Town and Paarl, are you ready? 🇿🇦Our ODI squad is locked, loaded, and fired up to take on Pakistan this week. Don’t miss the action – grab your tickets and join the gees at the stadium! 🇿🇦🔥

🎟️ https://t.co/V0eYiAMKYS 

#WozaNawe #BePartOfIt #SAvPAK",Pro███sMe███A,"""2024-12-15T19:19:21.000Z""",59,2,twitter,the proteas have landed in the mother city cape town and paarl are you ready our odi squad is locked loaded and fired up to take on pakistan this week dont miss the action grab your tickets and join the gees at the stadium wozanawe bepartofit savpak,,0
Lula leaves hospital after being discharged,CNN███sil███,"""2024-12-15T15:59:09.000Z""",643,209,twitter,lula leaves hospital after being discharged,,0
"Good luck, God willing",alk███i10███,2024-02-14T13:15:49.000Z,1,1,instagram,good luck god willing,,0
❤️❤️❤️,mar███pal███rc,2024-01-08T19:40:48.000Z,1,1,instagram,,,0
"1880: Call me.
1998: Call me.
2008: Text me.",1105758479,"""2024-01-11T21:48:25.000Z""",0,0,facebook,call me call me text me,,0
ALL INTO A PENNY STOCK,zzz███jei███r,"""2024-09-30T13:30:45.000Z""",14,4,tiktok,all into a penny stock,,0
I've been investing in an all world for about 6 or 7 months and up about 6 or 7% so far which is pretty nice,lai███r04███,"""2024-10-22T16:20:47.000Z""",2,2,tiktok,ive been investing in an all world for about or months and up about or so far which is pretty nice,,0
Where can I put 2k to just sit and not look at it?,led███xrp███,"""2024-12-11T18:02:26.000Z""",1,3,tiktok,where can i put k to just sit and not look at it,,0
"Milo is delicious, but because the paper tube makes it not tasty.",Han,"""2024-02-18T14:26:32.000Z""",1,0,tiktok,milo is delicious but because the paper tube makes it not tasty,,0
How did you get into the Trading 212 affiliate programme?,ijick,"""2024-11-22T22:28:24.000Z""",1,1,tiktok,how did you get into the trading affiliate programme,,0
@dr.ak_photography.. The ride today was different.. (Beep beep-road rider 🚴‍♂️🌪️) is joining again 😂,mai███ur.███,2024-07-17T19:44:31.000Z,2,2,instagram,drakphotography the ride today was different beep beeproad rider is joining again,,0
"SIX in a row for @NewMansa94 👏

#UFCTampa",ufc,"""2024-12-15T06:22:47.000Z""",12983,566,twitter,six in a row for newmansa ufctampa,,0
"China’s nationalists genuinely admire aspects of Donald Trump. They like his strongman image and the conservative social views he professes.

Many even brush off the president-elect’s threat of huge tariffs on Chinese goods. We explore why",The███nom███,"""2024-12-15T14:57:51.000Z""",53,19,twitter,chinas nationalists genuinely admire aspects of donald trump they like his strongman image and the conservative social views he professes many even brush off the presidentelects threat of huge tariffs on chinese goods we explore why,,0
"We call her Bellatrix, the Destroyer",100089378902739,"""2024-08-29T20:53:21.000Z""",0,0,facebook,we call her bellatrix the destroyer,,0
So love ❤️ frizz free hair..thank you xx,tra███ann███1,2024-11-21T22:41:24.000Z,1,3,instagram,so love frizz free hairthank you xx,,0
Boom 💥😊,Aar███Gen███,"""2024-07-31T19:42:26.000Z""",1,2,tiktok,boom,,0
Is registration free or pays fee?,juv███iol███58,2024-11-14T21:40:56.000Z,1,2,instagram,is registration free or pays fee,,0
"⏹ Ends the match.

#Avsslb • #ligaportugalbetclic",SLB███ica███,"""2024-12-15T19:58:56.000Z""",353,245,twitter,ends the match avsslb ligaportugalbetclic,,0
❤️,ran███__o███a_,2023-09-12T11:30:23.000Z,1,1,instagram,,,0
"Palm Springs has finally decided to compensate Black and Latino families for property taken in the 1960s and 70s, writes @Erika_D_Smith. It’s a model that should work elsewhere",bus███ss,"""2024-12-15T16:00:38.000Z""",15,9,twitter,palm springs has finally decided to compensate black and latino families for property taken in the s and s writes erikadsmith its a model that should work elsewhere,,0
It's today! The biggest talents of Brazilian television are here #Melhoresdoano Live on #Domingão!,tvg███o,"""2024-12-15T13:33:00.000Z""",130,8,twitter,its today the biggest talents of brazilian television are here melhoresdoano live on domingo,,0
call police 💪🚨🦅,Saq███Jut███,"""2024-11-10T18:40:14.000Z""",0,0,tiktok,call police,,0
#Rabbit friends confusing behavior,Nms███eRe███rch███,"""2024-03-11T03:49:56.000Z""",621,40,twitter,rabbit friends confusing behavior,,0
Good 👍,100028321385146,"""2024-11-11T12:08:20.000Z""",0,0,facebook,good,,0
@theresa_neequaye,pve███res███,2024-03-29T15:24:24.000Z,2,1,instagram,theresaneequaye,,0
Mariah Barrie,pfbid02G6aQ5h75NGtP4dYacBtm12EvMDMkEjCkWAbyibrUaHVyEKPJqp1kJWrEULi89a7Zl,"""2024-01-24T17:56:33.000Z""",0,1,facebook,mariah barrie,,0
"⏸ In advantage at the break!

#Avsslb • #ligaportugalbetclic",SLB███ica███,"""2024-12-15T18:51:30.000Z""",474,19,twitter,in advantage at the break avsslb ligaportugalbetclic,,0
"EXCLUSIVE: Despite the loss, @MiaYim has plans to take the Women's United States Title from @ImChelseaGreen. 

#SNME",WWE,"""2024-12-15T04:55:27.000Z""",2495,68,twitter,exclusive despite the loss miayim has plans to take the womens united states title from imchelseagreen snme,,0
Investing in non-Halal stocks. 😏,Pri███ Lo███ner██████,"""2024-11-10T07:24:15.000Z""",0,3,tiktok,investing in nonhalal stocks,,0
Omg I didn’t know that I boned my pie beacuse I want to sell one main share lost like £20 as well,Man███et,"""2024-09-28T19:23:05.000Z""",1,1,tiktok,omg i didnt know that i boned my pie beacuse i want to sell one main share lost like as well,,0
0,pfbid0EFSeTLFRuUvqEN9v9zfP3KuLAe1xa8EHHtUf6kr9sShgZJndeRvSQ5ghH2AZPEJbl,"""2024-02-18T03:25:04.000Z""",0,0,facebook,,,0
You beauty ❤️❤️,elkat,2024-01-29T15:01:18.000Z,1,1,instagram,you beauty,,0
"Kaileigh Dunlap, Kandis Jordan, Pam Robles, Jericho Flores, Hunter Balthazor, Alice J. Sage, Mosh Zin, Chris Noyes, Kashala Rosier, Sandra Amaya, Graciela Celeste Hagedorn, Brittany Karimi, Caleb Booge, Elizabeth Mackey, Gina De Vero, Taylor Cohen, Kaitlyn Clark, Shaker N Lucy, Brenda Smith, Trip Olivas, Jose Medina, Victoria Hughes, Evan Jarvis, Kayla Gladle, Angelica Rivera, Cobb Brittany, Andres Felipe Elejalde, Olyvia Roshon, Shanice Lashea Williams
http://65c4f0b1a62b1.evalynn.xyz/eyI2NWM0ZjBiMWE2MmIxIjp7Imxpbmt1cmwiOiJodHRwOlwvXC9vY3RhdmlhcGF0cmljZS5heWxhYnVydC5saWZlXC9iVEZFWW5Bc1UwVk9SMUJGVGxSSlRrZFpRVXRKVGl3eE56QTNOREExTXpZNExDeE1UMU5RVDB4TVQxTXNTR2toSUVrbmJUb2dRMmh5YVhOMGFXRnVZU0F0SUU5dUlHeHBkbVVnYzJodmQzTWhMQSIsInRpdGxlIjoiTG9ycmFpbmU6IE9uIGZyZWUgbGl2ZSBjYW1zIiwiZGVzY3JpcHRpb24iOiIxLDE0NCw0MTcgT25saW5lIG1lbWJlcnMiLCJpbWFnZSI6Imh0dHA6XC9cLzY1YzRmMGIxYTYyYjEuZXZhbHlubi54eXpcL3YxLjFcL3N0YXRpY1wvMXM2M21tWWltbThubzZ0Y29NQW9DRjFyNjUucG5nIiwiYXBwIjoiMTI0MDI0NTc0Mjg3NDE0IiwiZSI6IjEifX0",pfbid02VzmPP2CURu5qTjW67DNhCRvsFVAPjxRDUEqzvVVF2HzMLVH6Sp6kcUHGqznnJt2el,"""2024-02-08T23:15:47.000Z""",0,0,facebook,kaileigh dunlap kandis jordan pam robles jericho flores hunter balthazor alice j sage mosh zin chris noyes kashala rosier sandra amaya graciela celeste hagedorn brittany karimi caleb booge elizabeth mackey gina de vero taylor cohen kaitlyn clark shaker n lucy brenda smith trip olivas jose medina victoria hughes evan jarvis kayla gladle angelica rivera cobb brittany andres felipe elejalde olyvia roshon shanice lashea williams,,0
🔥🔥🔥😍,net███lle███ev,2022-03-15T21:01:18.000Z,1,1,instagram,,,0
Our prince,tvg███o,"""2024-12-15T20:16:39.000Z""",328,12,twitter,our prince,,0
Your not much better than you were in 1998,pfbid08VG1dw7yFkeCRjbw56VAb532x3QxZLBQS9yVPx2RTbvgvez6MzHbQqK7Y9NjtB6cl,"""2024-01-12T01:12:20.000Z""",0,0,facebook,your not much better than you were in,,0
"Fuvest 2025: Theme is ""Social Relations through Solidarity""",CNN███sil███,"""2024-12-15T18:07:32.000Z""",42,1,twitter,fuvest theme is social relations through solidarity,,0
Happy Birthday,pfbid02zpmn7sC1mToLdM7oHCFCExVhwtWT4Xd6bjaQ74KW59zSQiwvBmDkcH4KjsWyJessl,"""2024-11-14T01:13:17.000Z""",0,0,facebook,happy birthday,,0
Tekisha Slack-Hobbs 🤣🤣🤣🤣,pfbid0fcwUN5YkkzGWDAhPCb6bbCqSNpEzR8ZtfQ1E4Lz9UDjC5gYeANezA231Dr2YZbfxl,"""2024-01-11T22:01:42.000Z""",0,0,facebook,tekisha slackhobbs,,0
Beautiful Country! The people of Israel Hi 🙏,crv███eth███,2022-11-17T00:57:07.000Z,1,1,instagram,beautiful country the people of israel hi,,0
"Sweetest Miss
You are restored to health and safety 😍",lee███saw███8,2024-04-10T23:06:30.000Z,1,1,instagram,sweetest miss you are restored to health and safety,,0
not sharia compliant tho,7Z7,"""2024-05-24T08:52:37.000Z""",0,1,tiktok,not sharia compliant tho,,0
Madison Ellise lol 😂,pfbid0DzoqiwUXfa7egwiFa1oRvtX1RP3tuAGKTfe73SfUrJ8ifWmQNXPmkGaWcXRJ59PHl,"""2024-01-12T03:18:22.000Z""",0,0,facebook,madison ellise lol,,0
JDM with my five siblings,100009637697727,"""2024-11-28T14:16:54.000Z""",0,0,facebook,jdm with my five siblings,,0
MTA’s pop-up store sells MetroCard machines and other strange items — but buyers have to act fast,nyp███,"""2024-12-15T21:40:23.000Z""",21,6,twitter,mtas popup store sells metrocard machines and other strange items but buyers have to act fast,,0
"@adepaglow_makeover.gh 
@awos_uniktouch",oso███a_n███sei█████████,2024-04-09T22:25:22.000Z,1,1,instagram,adepaglowmakeovergh awosuniktouch,,0
👍👍👏👏,val███ecl███nti███,2024-11-03T09:02:47.000Z,1,1,instagram,,,0
Your skin is beautiful. Aww😍,inf███nti███wom███,2024-11-21T22:44:09.000Z,3,1,instagram,your skin is beautiful aww,,0
"It is beautiful, being a travel to travel, give you wellness ... not to understand the second point?",mah███des███,2019-04-25T16:27:50.000Z,1,1,instagram,it is beautiful being a travel to travel give you wellness not to understand the second point,,0
"Mr. THOMAS, is an honest and trustworthy hedge fund manager @THOMAS TRADES LLC",Ter███ Fr███en,"""2024-09-21T10:43:50.000Z""",8,0,tiktok,mr thomas is an honest and trustworthy hedge fund manager thomas trades llc,,0
"DEBUT DUBS 🙌

Navajo Stirling comes out on top tonight! #UFCTampa",ufc,"""2024-12-15T03:42:58.000Z""",477,74,twitter,debut dubs navajo stirling comes out on top tonight ufctampa,,0
Rachael Levy,pfbid08HTwjHFQqAzjRx89NMgZ7aSLvcDmTjV7Y5DRj3QzqWbjsJyx85a41KPqaFEpLLrMl,"""2024-01-13T15:45:39.000Z""",0,1,facebook,rachael levy,,0
Brianna Jenkins AND keep up with which one is which 🤣,pfbid02bmiLSbyFjjSE7rPbBbzpJSFXzxvJ8DhAMk31f76GwBLRKJAUkxHCwfo32E23uhr3l,"""2024-01-12T04:09:14.000Z""",0,0,facebook,brianna jenkins and keep up with which one is which,,0
"41' | 0⃣-1⃣ #CELRAN

GOAL RANGERS! Nedim Bajrami has the holders in front!

🏆 #PremierSportsCup",spfl,"""2024-12-15T16:14:39.000Z""",57,2,twitter,celran goal rangers nedim bajrami has the holders in front premiersportscup,,0
OH SHE IS STUNNING @blondie.fro,lau███lor███,2024-11-29T05:02:52.000Z,0,1,instagram,oh she is stunning blondiefro,,0
Fantastic 😍😍,kri███ine███tom█████████,2023-10-18T19:12:01.000Z,1,1,instagram,fantastic,,0
@adhouseplans what plan is this?,mar███asm███ey,2024-10-31T18:52:45.000Z,0,1,instagram,adhouseplans what plan is this,,0
Anne-Sophie Bouchard,pfbid025M6Z5txq9GZ7pP4BqisEMFNzT6ozZ7nrSf725Mz8bC3cc7G8vQt1XnmfsoxZKLHrl,"""2024-04-24T15:49:14.000Z""",0,0,facebook,annesophie bouchard,,0
Awful service,100001555935649,"""2024-02-10T23:33:27.000Z""",0,1,facebook,awful service,,0
"Whether bus or not, they are loosing..",pfbid02qwr4m3yYfaRD2KV7d6uAVPHDYqzWyrGpDNoT5nMxd4iTUztppt8iLqqLgUdhufFQl,"""2024-11-27T22:37:11.000Z""",0,0,facebook,whether bus or not they are loosing,,0
"THE SNIPER GETS IT DONE IN THE FIRST ROUND 😱

@SeanWoodsonMMA adds another to the resume! #UFCTampa",ufc,"""2024-12-15T02:18:47.000Z""",834,46,twitter,the sniper gets it done in the first round seanwoodsonmma adds another to the resume ufctampa,,0
Extreme weather is making the beloved spice less fiery. And chefs aren’t happy.,bus███ss,"""2024-12-15T04:14:08.000Z""",29,25,twitter,extreme weather is making the beloved spice less fiery and chefs arent happy,,0
"⚽️⌛️ Today is the great definition of #Torneobetano 2024 🏆! 

From 19.30 @velez, @catalleresdecba and @Cahuracan will seek to keep the title

🤔 For you, what team will take it?",Lig███A,"""2024-12-15T14:30:00.000Z""",148,4,twitter,today is the great definition of torneobetano from velez catalleresdecba and cahuracan will seek to keep the title for you what team will take it,,0
Happy Easter,pfbid0mkCZC84WuTe1FBx5bBs9QpSULYXaUPVZyTjBhszBUonjCfg9mBGVMJp5zAoBej8al,"""2024-03-31T20:21:21.000Z""",0,0,facebook,happy easter,,0
Newsmax...bring it back,pfbid02gfzDt9YcHR8u4AW6U3nth2yNqD1BR763cJ3Tx7knsUeahRya8szT6oiRAK2i8kULl,"""2023-01-27T21:29:18.000Z""",0,7,facebook,newsmaxbring it back,,0
I would avoid ATT. I switched to Verizon and paid off 2 devices that they refuse/unable to unlock. Took my money but are holding the devices hostage to never be used again. They also put multiple lines onto my account that I never requested or approved and charged me thousands.  Terrible company.,667014890,"""2023-03-01T18:09:00.000Z""",0,2,facebook,i would avoid att i switched to verizon and paid off devices that they refuseunable to unlock took my money but are holding the devices hostage to never be used again they also put multiple lines onto my account that i never requested or approved and charged me thousands terrible company,,0
I have no problem getting a hold to the guy that did it but I will have,pix███nov███nam███,"""2024-12-11T09:32:37.000Z""",0,0,tiktok,i have no problem getting a hold to the guy that did it but i will have,,0
"I have found out that trading is the best way of making a good living after taking out my $47,000 profit within few days @PAULWHEELERFX",勝岡 正博,"""2024-08-13T20:56:47.000Z""",0,0,tiktok,i have found out that trading is the best way of making a good living after taking out my profit within few days paulwheelerfx,,0
S&P 500 is going to be up tomorrow. All the big Tech stocks rallied back up. Nvidia is nearing 120,Adez,"""2024-09-11T19:41:44.000Z""",3,2,tiktok,sp is going to be up tomorrow all the big tech stocks rallied back up nvidia is nearing,,0
"You emit positivity, you’re selfless and always available to guide me even though I’m not tech savvy, thank you for your support @Brie Kirbyson",sar███_j,"""2024-07-14T21:51:14.000Z""",0,0,tiktok,you emit positivity youre selfless and always available to guide me even though im not tech savvy thank you for your support brie kirbyson,,0
I am seeing that most the people on this site Hate AT&T...They don't help make their clients happy they are going to go by the wayside...,pfbid02SCAJgPzdHLgm4e37ZCV5SCBpyqEBrymLVTsxmGC3AALkphF1RcS2xTMfRov8Wy33l,"""2023-04-28T18:27:32.000Z""",0,1,facebook,i am seeing that most the people on this site hate attthey dont help make their clients happy they are going to go by the wayside,,0
Mitt Romney says Dems lost their base thanks to Bernie and Liz Warren: ‘I don’t know how they recover’,nyp███,"""2024-12-15T17:35:47.000Z""",353,120,twitter,mitt romney says dems lost their base thanks to bernie and liz warren i dont know how they recover,,0
"A message from Radu 📥

🤳 @HPE",Spu███ffi███l,"""2024-12-15T22:29:37.000Z""",1510,21,twitter,a message from radu hpe,,0
Gretchen Esselstein 🤣🤣🤣🤣,pfbid03faAGuF9hjaT7xJpy4qPiX2EoDbDJdg6qJdut6D2LhcgqLUKwHGUZKsevmDQ7RUAl,"""2024-01-12T11:49:46.000Z""",0,0,facebook,gretchen esselstein,,0
"Impressive! Quick responses and dedication like this really set you apart. It’s great to see customers appreciating the extra effort, even in challenging weather. Keep up the amazing work, Lon Smith Roofing",100060392475788,"""2024-11-10T13:50:47.000Z""",0,0,facebook,impressive quick responses and dedication like this really set you apart its great to see customers appreciating the extra effort even in challenging weather keep up the amazing work lon smith roofing,,0
0,pfbid02bL3oUycDa75bBtoHQ4qN4pWGjN1s5GbtpXiyhAtpmBWomn3mQSuJjN8pSY2Ee81gl,"""2024-01-18T22:53:31.000Z""",0,0,facebook,,,0
👏,lhw███980███,2024-05-30T20:20:43.000Z,1,1,instagram,,,0
@hannahnasssssss,mee███am.███,2020-06-18T16:30:48.000Z,0,1,instagram,hannahnasssssss,,0
And what does this picture suppose to mean? That the man in the picture said what your caption says? Are you guys serious at all?,100004055062562,"""2024-11-28T08:40:43.000Z""",0,1,facebook,and what does this picture suppose to mean that the man in the picture said what your caption says are you guys serious at all,,0
"""Seeing today's selection is a little sad!"" 😳🇧🇷 Romário sent this one when talking about the bad phase of #Brasileira selection, but was hopeful with the improvement after Neymar's return! 🙏",TNT███rts███,"""2024-12-15T20:10:38.000Z""",145,9,twitter,seeing todays selection is a little sad romrio sent this one when talking about the bad phase of brasileira selection but was hopeful with the improvement after neymars return,,0
As with what you say,san███_na███an_███,2024-10-03T17:44:50.000Z,1,1,instagram,as with what you say,,0
"What a meeting! These guys are legendary! 🔥
Ronaldo and Adriano met in Maracanã on the day of the farewell of the emperor! These guys are very missing in our #Brasileira selection ...",TNT███rts███,"""2024-12-15T20:33:33.000Z""",1031,7,twitter,what a meeting these guys are legendary ronaldo and adriano met in maracan on the day of the farewell of the emperor these guys are very missing in our brasileira selection,,0
I can't choose because the Milo item is delicious. Ovaltine Chong is delicious 🥹🥲,☘︎✝███𝐎���███𝐘✝██████,"""2024-02-10T14:53:40.000Z""",0,0,tiktok,i cant choose because the milo item is delicious ovaltine chong is delicious,,0
Another dub for the @utahhockeyclub! ✅,NHL,"""2024-12-09T03:11:35.000Z""",907,22,twitter,another dub for the utahhockeyclub,,0
Opening his @premierleague account for the season in style ✨,Spu███ffi███l,"""2024-12-15T19:42:59.000Z""",3117,30,twitter,opening his premierleague account for the season in style,,0
"Invest and trade Crypto, Forex, Stocks and Bonds yourself without sending money to no one with the best investment modules and advice of Elianna_Grant_Trades on Instagram today and make daily Profits. She's legit, I'm a benefactor, I trust and I recommend her.",zen███a77███,"""2024-08-23T03:28:16.000Z""",0,0,tiktok,invest and trade crypto forex stocks and bonds yourself without sending money to no one with the best investment modules and advice of eliannagranttrades on instagram today and make daily profits shes legit im a benefactor i trust and i recommend her,,0
"KO: Two games get underway across the country. 

Both games are LIVE on YouTube:",Bar███ysW███,"""2024-12-15T14:00:32.000Z""",87,3,twitter,ko two games get underway across the country both games are live on youtube,,0
😍😍😍😍,sal███erl███,2023-10-02T19:08:17.000Z,1,1,instagram,,,0
"Verizon advertises its phone as free with a new line or new customer….apparently it’s not and they’re just using word play smh...

Be careful of those “free phone” advertisements! They are saying it’s free, but it’s not! Gotta love how the put “free phone” in quotes themselves 😂",506193729,"""2024-02-09T19:44:39.000Z""",0,0,facebook,verizon advertises its phone as free with a new line or new customerapparently its not and theyre just using word play smh be careful of those free phone advertisements they are saying its free but its not gotta love how the put free phone in quotes themselves,,0
I just got a notice from AT&T saying that they're gonna raise their rates and stop giving the discounts that they promised us. Yet they're gonna still give illegal aliens everything free as far as phones and service.,pfbid0GZzN525mf5UMf4NYW4eTCvQ9hAM59J9HL9weeBAkaYe3HSeJmVpqpmtCjJNW5eTnl,"""2024-01-30T17:08:47.000Z""",0,0,facebook,i just got a notice from att saying that theyre gonna raise their rates and stop giving the discounts that they promised us yet theyre gonna still give illegal aliens everything free as far as phones and service,,0
👏👏👏,ann███lyc███alh███,2024-12-13T12:38:37.000Z,1,1,instagram,,,0
Give me a tenner please 🙏 😂,gra███tul███,"""2024-08-20T22:56:39.000Z""",0,4,tiktok,give me a tenner please,,0
"He deserves a lot ofooo 😍 @cesartralli, the last romantic, thanks for your professionalism, you are an event! #Belhoresdoano #Domingão",tvg███o,"""2024-12-15T20:46:21.000Z""",274,14,twitter,he deserves a lot ofooo cesartralli the last romantic thanks for your professionalism you are an event belhoresdoano domingo,,0
Now I confirmed what people says about @PAULWHEELERFX when it comes to making good profit for clients in trading. I’m so grateful.,wil███120███,"""2024-08-10T02:16:55.000Z""",1,0,tiktok,now i confirmed what people says about paulwheelerfx when it comes to making good profit for clients in trading im so grateful,,0
Really great video!,Lyr███art███op,"""2024-06-20T19:07:17.000Z""",1,1,tiktok,really great video,,0
😱😱😱,😎😎,"""2024-02-10T09:09:41.000Z""",0,0,tiktok,,,0
🇱🇧🇯🇴,far███lda███art███,2023-11-18T18:09:11.000Z,1,2,instagram,,,0
"Love it, if 🩵

🩵 1-0 🔴 #mancity",Man███y,"""2024-12-15T17:26:09.000Z""",4428,157,twitter,love it if mancity,,0
Hank,pfbid0k1BTXta619zmUEQQ3sR7yiroD3mkeFxNfoejxGfTs7dVRm5EoGqK5JJtxz5ju2sHl,"""2024-08-26T23:09:28.000Z""",0,0,facebook,hank,,0
Ashley Valdez,100008058452411,"""2024-01-11T23:14:44.000Z""",0,1,facebook,ashley valdez,,0
Thanks! Happy Easter to everyone at Lon Smiths!,pfbid024m8d2sEvRF89Ywkjk3cdiJ1hXTio7vgrnbAkvzLPMStftx126qPNNZUqQGAiQeBMl,"""2024-03-31T14:37:08.000Z""",0,0,facebook,thanks happy easter to everyone at lon smiths,,0
"This came out perfect @anjalimehta92 ❤️ Happy Diwali, 🪔 hope it’s a wonderful year ahead ✨",sha███ki,2024-11-01T16:28:28.000Z,1,1,instagram,this came out perfect anjalimehta happy diwali hope its a wonderful year ahead,,0
"Nvidia earnings tonight, seems to be causing all my stocks to actually drop at the minute, so volatile",zzz███jei███r,"""2024-08-28T07:50:33.000Z""",0,1,tiktok,nvidia earnings tonight seems to be causing all my stocks to actually drop at the minute so volatile,,0
👏👏👏,thi███san███lv,2024-11-28T12:21:49.000Z,1,1,instagram,,,0
Congratulations,pfbid0C6WLXUqFrRE2W55SyUFjuSU2tQxn2p58u6xG6rde9WoP2QoWrnTzUUQ75LirLgxil,"""2024-12-06T20:57:55.000Z""",0,0,facebook,congratulations,,0
"Jets to interview Jon Robinson, ESPN’s Louis Riddick for GM job",nyp███,"""2024-12-15T14:19:47.000Z""",18,84,twitter,jets to interview jon robinson espns louis riddick for gm job,,0
What a sweetest,sum███_ab███sha███,2024-09-09T11:55:04.000Z,1,1,instagram,what a sweetest,,0
Enjoy this beautiful feeling 😍,mah███bas███,2020-10-04T09:46:02.000Z,1,1,instagram,enjoy this beautiful feeling,,0
"Despite the downturn in the economy, I'm so happy to have received a $45,000 weekly return on my $10,000 investment @Eric Spofford",jor███ell███,"""2024-08-22T21:08:29.000Z""",1,0,tiktok,despite the downturn in the economy im so happy to have received a weekly return on my investment eric spofford,,0
The name is @mariaterezabrasil!,lai███rii███,2024-12-03T17:54:13.000Z,1,1,instagram,the name is mariaterezabrasil,,0
Cute bears,pfbid0z9MCPvdY4EthD4box9NNmz8XYjsKAv9f1HrUHjcVFqFjScCLBaTuPbNmCGXqi1pzl,"""2024-11-22T22:27:53.000Z""",0,0,facebook,cute bears,,0
"Am currently trading with the best trader right now,I withdraw over $20k profit from her trading platform@Coach Susan",reb███a45███,"""2024-10-24T02:30:11.000Z""",0,0,tiktok,am currently trading with the best trader right nowi withdraw over k profit from her trading susan,,0
2024: Verizon is your carrier- you cannot send or receive texts after 2 weeks with tech support and spending $180. As soon as I can I'm going back to Metro.,pfbid0zx6EEff5QBGYzRKT2RCKWxGBGne4LvPJkP1RC6W3iNMnQEhS5RT3ZjR1MMobtJzLl,"""2024-01-17T06:53:13.000Z""",0,0,facebook,verizon is your carrier you cannot send or receive texts after weeks with tech support and spending as soon as i can im going back to metro,,0
Im down 22k in crypto. Time to buy more.,c_t███,"""2024-08-05T16:58:40.000Z""",0,1,tiktok,im down k in crypto time to buy more,,0
Learn forex mate,Jmi███,"""2024-09-05T18:01:47.000Z""",1,2,tiktok,learn forex mate,,0
Lacey Vandevander 😆,pfbid02rM7FJDjYQg5tnaaqW4LtWzBUgcn4H7i2jrBtjWgMECWWR8RVJRpJuLk4eriNkX16l,"""2024-01-13T17:15:31.000Z""",0,1,facebook,lacey vandevander,,0
check your inbox,pfbid033fa4mh5vgJSsq1jvd7W48hv7kRzNGEiSkhFCTRBjaaUepE4WcXjpGc2NycvKLq9Yl,"""2024-03-23T18:15:06.000Z""",0,0,facebook,check your inbox,,0
"We have been trying to get a simple Samsung for my 83 year old mom.  Everytime we try to order a phone when go go to the store they don't have it.  She doesn't need a $400 plus phone. What games are you playing?  We need to take her to T Mobile , AT&T  or Spectrum which are much cheaper.  You play for service and can't get a phone.",pfbid02YAFLnekRHUatDw4FqPzW9KD66Jh5J9p7k3EUWFT2KoQRBS4SJSajGddoymRGfjKCl,"""2024-01-15T00:48:17.000Z""",0,1,facebook,we have been trying to get a simple samsung for my year old mom everytime we try to order a phone when go go to the store they dont have it she doesnt need a plus phone what games are you playing we need to take her to t mobile att or spectrum which are much cheaper you play for service and cant get a phone,,0
Would’ve made like 2k on qqq today if u invested that. Hope you enjoy that £14 quid mate,twi███dhd███,"""2024-10-04T14:34:56.000Z""",2,5,tiktok,wouldve made like k on qqq today if u invested that hope you enjoy that quid mate,,0
"Your Palace in black this afternoon 🖤

#CPFC // #BHACRY",CPFC,"""2024-12-15T12:45:00.000Z""",928,58,twitter,your palace in black this afternoon cpfc bhacry,,0
There hasn’t been a worse time to invest in the S and P🤣,🌍,"""2024-10-17T15:50:56.000Z""",1,6,tiktok,there hasnt been a worse time to invest in the s and p,,0
Pay for insurance they don’t honor it force u get new phone nothings but rip off,pfbid0vt3L3NwkCquvtqnKsqVws2fBF6pFhgHWLzzGZXnmKK7nrSkU5vqZgCAfGekVXt6l,"""2023-12-01T19:10:05.000Z""",0,0,facebook,pay for insurance they dont honor it force u get new phone nothings but rip off,,0
My shit dropped like 10% today. 40% within the month 👎,zzz███jei███r,"""2024-09-03T17:27:45.000Z""",1,1,tiktok,my shit dropped like today within the month,,0
https://www.tiktok.com/t/ZT8DXVYgn/,pfbid02H8Cs6MC2FiSpF1ZtrVNY12Ek4w6MAdBHBokqAmVFGGqfkswLBViUak8Usr6udJ3rl,"""2023-11-15T02:35:12.000Z""",0,0,facebook,,,0
good feeling😂,kin███tal███yaa███,2024-11-24T17:17:56.000Z,2,1,instagram,good feeling,,0
